DataYear,YearBuilt,Electricity(kBtu),PropertyGFATotal,TotalGHGEmissions,GHGEmissionsIntensity,BuildingAge,AvgFloorArea,ParkingRatio,NumberofFloors,PropertyGFAParking,BuildingType_Multifamily HR (10+),BuildingType_Multifamily LR (1-4),BuildingType_Multifamily MR (5-9),BuildingType_NonResidential,BuildingType_Nonresidential COS,BuildingType_Nonresidential WA,BuildingType_SPS-District K-12,Outlier_Low outlier
2016,1999,40622381.0,1172127,1246.55,1.06,17,390709.0,0.0,3,0,False,False,False,True,False,False,False,False
2016,2005,6232233.0,168449,388.37,2.31,11,18716.555555555555,0.08647721268751966,9,14567,False,False,False,True,False,False,False,False
2016,1916,2411402.0,79600,16.81,0.21,100,19900.0,0.0,4,0,False,False,False,True,False,False,False,False
2016,1997,3096316.0,241066,270.97,1.12,19,60266.5,0.0,4,0,False,False,False,False,False,False,True,False
2016,1980,45321378.0,334368,748.55,2.24,36,167184.0,0.09532610776150828,2,31874,False,False,False,False,False,False,False,False
2016,2008,6995246.0,419848,162.41,0.39,8,69974.66666666667,0.7981674320230179,6,335109,False,False,False,True,False,False,False,False
2016,2002,10139555.0,110785,92.91,0.84,14,27696.25,0.0,4,0,False,False,False,True,False,False,False,False
2016,2003,5502627.0,116947,279.35,2.39,13,16706.714285714286,0.0,7,0,False,False,True,False,False,False,False,False
2016,1999,39364114.0,934292,1638.46,1.75,17,inf,0.0,0,0,False,False,False,True,False,False,False,False
2016,1990,58754927.0,597519,4906.33,8.21,26,119503.8,0.0,5,0,False,False,False,True,False,False,False,False
2016,1999,1944216.0,71714,36.24,0.51,17,71714.0,0.0,1,0,False,False,False,False,False,False,True,False
2016,1991,423381.0,75397,9.63,0.13,25,25132.333333333332,0.10824038091701262,3,8161,False,False,False,True,False,False,False,False
2016,2000,168683602.0,1158691,10734.57,9.26,16,144836.375,0.0,8,0,False,False,False,True,False,False,False,False
2016,1999,7428816.0,102796,193.94,1.89,17,20559.2,0.12267987081209386,5,12611,False,False,False,True,False,False,False,False
2016,2002,4894851.0,208981,207.79,0.99,14,104490.5,0.0,2,0,False,False,False,False,False,False,True,False
2016,1909,1673151.0,51976,145.31,2.8,107,8662.666666666666,0.0,6,0,False,False,True,False,False,False,False,False
2016,1928,6138.0,55653,72.88,1.31,88,27826.5,0.0,2,0,False,False,False,True,False,False,False,False
2016,1931,3561742.0,106860,469.57,4.39,85,6678.75,0.0,16,0,False,False,False,True,False,False,False,False
2016,1972,2558533.0,50759,49.09,0.97,44,10151.8,0.0,5,0,False,False,False,True,False,False,False,False
2016,1952,975113.0,56772,84.57,1.49,64,28386.0,0.0,2,0,False,False,False,True,False,False,False,False
2016,1952,2338435.0,103000,149.93,1.46,64,34333.333333333336,0.0,3,0,False,False,False,True,False,False,False,False
2016,2006,7203965.0,269297,225.19,0.84,10,89765.66666666667,0.0,3,0,False,False,False,False,False,False,True,False
2016,2001,1589543.0,75174,71.86,0.96,15,25058.0,0.0,3,0,False,False,False,False,False,False,True,False
